detainer_detention_facility,county,city,state,uniqueid
SONOMA CO./NORTH COUNTY,Sonoma County,SANTA ROSA,CA,d3702
SOUIX FALLS HOLD ROOM,Minnehaha County,SIOUX,SD,d3703
SOUIX FALLS HOLD ROOM,Minnehaha County,SOUIX FALLS,SD,d3704
SOUSA-BARANOWSKI CORR. CENTER,Middlesex County,SHIRLEY,MA,d3705
SOUTH BAY CORRECTIONAL FACILITY,Palm Beach County,SOUTH BAY,FL,d3706
SOUTH BAY DETENT FACILITY,San Diego County,CHULA VISTA,CA,d3707
SOUTH CENTRAL CORR. CENTER,Texas County,LICKING,MO,d3708
SOUTH CENTRAL CORR.FAC.,Wayne County,CLIFTON,TN,d3709
SOUTH CENTRAL REGIONAL JAIL,Kanawha County,CHARLESTON,WV,d3710
SOUTH CORRECTIONAL-AUBURN,King County,AUBURN,WA,d3711
SOUTH ELGIN POLICE DEPT.,Kane County,SOUTH ELGIN,IL,d3712
SOUTH EUCLID POLICE DEPT.,Cuyahoga County,SOUTH  EUCLID,OH,d3713
SOUTH FLORIDA RECEPT CENT,Miami-Dade County,MIAMI,FL,d3714
SOUTH FORK FOREST CAMP,Tillamook County,TILLAMOOK,OR,d3715
SOUTH GATE POLICE DEPT.,Los Angeles County,SOUTH GATE,CA,d3716
SOUTH HOLLAND POLICE DEPT.,Cook County,SOUTH HOLLAND,IL,d3717
SOUTH HOUSTON POLICE DEPT,Harris County,SOUTH HOUSTON,TX,d3718
SOUTH MISS COR CTR,Greene County,LEAKSVILLE,MS,d3719
SOUTH PADRE ISLAND POLICE DEPT.,Cameron County,SOUTH PADRE ISLAND,TX,d3720
SOUTH PASADENA POLICE DEPT.,Los Angeles County,SOUTH PASADENA,CA,d3721
SOUTH TEXAS DETENTION COMPLEX,Frio County,PEARSALL,TX,d3722
SOUTH TEXAS HOSPITAL,Cameron County,HARLINGEN,TX,d3723
SOUTH TEXAS/PEARSALL HOLD ROOM,Frio County,PEARSALL,TX,d3724
SOUTHAMPTON CORRECTIONAL CENTER,Southampton County,CAPRON,VA,d3725
SOUTHAMPTON COUNTY JAIL,Southampton County,SOUTHAMPTON,VA,d3726
SOUTHEAST CORR. CENTER,Mississippi County,CHARLESTON,MO,d3727
SOUTHEAST FACILITY - MC JUV,Maricopa County,MESA,AZ,d3728
SOUTHEAST OHIO REGIONAL JAIL,Athens County,NELSONVILLE,OH,d3729
SOUTHEAST REGIONAL CORFAC,Bledsoe County,PIKEVILLE,TN,d3730
SOUTHEASTERN CORRECTIONAL,Fairfield County,LANCASTER,OH,d3731
SOUTHERN DESERT CORR CTR,Clark County,INDIAN SPRINGS,NV,d3732
SOUTHERN NEV CORR CTR,Clark County,JEAN,NV,d3733
SOUTHERN NEVADA WOMANS CC,Clark County,NORTH LAS VEGAS,NV,d3734
SOUTHERN OH CORRECTIONAL,Scioto County,LUCASVILLE,OH,d3735
SOUTHERN REGIONAL JAIL,Raleigh County,BEAVER,WV,d3736
SOUTHERN STATE CORR. FAC.,Cumberland County,DELMONT,NJ,d3737
SOUTHERN UTE DETENTION CENTER,La Plata County,IGNACIO,CO,d3738
SOUTHPORT CORRECTIONAL,Chemung County,PINE CITY,NY,d3739
SOUTHSIDE PLACE POLICE DEPT.,Harris County,HOUSTON,TX,d3740
SOUTHWEST ARKANSAS D.O.C.C.,Miller County,TEXARKANA,AR,d3741
SOUTHWEST DETENTION FACILITY,Riverside County,MURRIETA,CA,d3742
SOUTHWEST KEY,Contra Costa County,PLEASANT HILL,CA,d3743
SOUTHWEST KEY #946,Cameron County,BROWNSVILLE,TX,d3744
SOUTHWEST KEY (JUVENILE),Kent County,DOVER,DE,d3745
SOUTHWEST KEY - HOUSTON,Harris County,HOUSTON,TX,d3746
SOUTHWEST KEY CASITA EL PASO,El Paso County,CLINT,TX,d3747
SOUTHWEST KEY JUV. CONTRACT FACILI,Unknown County,,,d3748
SOUTHWEST KEY LEMON GROVE,San Diego County,LEMON GROVE,CA,d3749
SOUTHWEST KEY VILLAGE GREEN,Maricopa County,PHOENIX,AZ,d3750
SOUTHWEST KEYS JUV. FAC.,San Diego County,EL CAJON,CA,d3751
SOUTHWEST REGIONAL JAIL-JONESVILLE,Lee County,JONESVILLE,VA,d3752
SOUTHWEST YOUTH VILLAGE,Knox County,VINCENNES,IN,d3753
SOUTHWESTERN REGIONAL JAIL,Logan County,HOLDEN,WV,d3754
SOUTHWOOD STATE PRISON,Cumberland County,BRIDGETON,NJ,d3755
SPALDING COUNTY SHERIFF,Spalding County,GRIFFIN,GA,d3756
SPARTANBURG COUNTY DET CENTER,Spartanburg County,SPARTANBURG,SC,d3757
SPEARMAN POLICE DEPT.,Hansford County,SPEARMAN,TX,d3758
SPENCER POLICE DEPT.,Clay County,SPENCER,IA,d3759
SPOKANE COUNTY,Spokane County,SPOKANE,WA,d3760
SPRING VALLEY POLICE DEPT.,Harris County,HOUSTON,TX,d3761
SPRINGDALE CITY JAIL,Washington County,SPRINGDALE,AR,d3762
SPRINGFIELD CITY JAIL,Lane County,SPRINGFIELD,OR,d3763
SPRINGFIELD CORR. FAC SD,Bon Homme County,SPRINGFIELD,SD,d3764
SPRINGFIELD DRO HOLD,Greene County,STRAFFORD,MO,d3765
SPRINGFIELD FED.MED.CNTR,Greene County,SPRINGFIELD,MO,d3766
SPRINGFIELD POLICE DEPT.,Greene County,SPRINGFIELD,MO,d3767
SRCC YOUTH COR. CTR&CLNC,Los Angeles County,NORWALK,CA,d3768
SRCF MERCER,Mercer County,MERCER,PA,d3769
ST . LOUIS CITY JUSTICE CENTER,St. Louis City,ST. LOUIS,MO,d3770
ST BERNARD PARISH JUVENILE,St. Bernard Parish,CHALMETTE,LA,d3771
ST CHARLES PARISH JAIL,St. Charles Parish,HAHNVILLE,LA,d3772
ST CHARLES POLICE DEPT,Kane County,ST. CHARLES,IL,d3773
ST CLAIR COUNTY JAIL,St. Clair County,BELLEVILLE,IL,d3774
ST JAMES PARISH JAIL,St. James Parish,CONVENT,LA,d3775
ST JAMES PARISH YOUTH CENTER,St. James Parish,ST JAMES,LA,d3776
ST JOHN PARISH JAIL,St. John the Baptist Parish,LAPLACE,LA,d3777
"ST JOSEPH CO,CENTREVILLE,",St. Joseph County,CENTREVILLE,MI,d3778
ST LANDRY PARISH JAIL,St. Landry Parish,OPELOUSAS,LA,d3779
ST LAWRENCE COUNTY JAIL,St. Lawrence County,CANTON,NY,d3780
ST MARTIN PARISH CORR CNT,St. Martin Parish,ST MARTINVILLE,LA,d3781
ST MARY PARISH JAIL,St. Mary Parish,FRANKLIN,LA,d3782
ST MARY'S HOSPITAL,Pima County,TUCSON,AZ,d3783
ST T CRIMINAL JUST COMPLX,Saint Thomas County,ST THOMAS,VI,d3784
ST TAMMANY PARISH JAIL,St. Tammany Parish,COVINGTON,LA,d3785
ST X GOLDEN GROVE,Saint Croix County,ST CROIX,VI,d3786
ST. ANN POLICE DEPT.,St. Louis County,ST. ANN,MO,d3787
ST. BERNARD PARISH JAIL ADULT FACI,St. Bernard Parish,CHALMETTE,LA,d3788
ST. BRIDES CORRECTIONAL CENTER,Chesapeake City,CHESAPEAKE,VA,d3789
ST. CHARLES CORR. CENTER,St. Charles Parish,KILONA,LA,d3790
ST. CHARLES COUNTY JAIL,St. Charles County,ST. CHARLES,MO,d3791
ST. CLAIR COUNTY JAIL,St. Clair County,ASHVILLE,AL,d3792
ST. CLAIR COUNTY JAIL,St. Clair County,OSCEOLA,MO,d3793
ST. CLAIR COUNTY JAIL,St. Clair County,PORT HURON,MI,d3794
ST. CROIX COUNTY JAIL,St. Croix County,HUDSON,WI,d3795
ST. FRANCIS COUNTY JAIL,St. Francis County,FORREST CITY,AR,d3796
ST. FRANCOIS COUNTY JAIL,St. Francois County,FARMINGTON,MO,d3797
"ST. GEORGE, UT HOLDROOM",Washington County,ST GEORGE,UT,d3798
ST. HELENA PARISH SHERIFF/JAIL,St. Helena Parish,GREENSBURG,LA,d3799
ST. JOHN POLICE DEPT.,St. Louis County,ST. JOHN,MO,d3800
ST. JOHN'S COUNTY JAIL,St. Johns County,ST. AUGUSTINE,FL,d3801
ST. JOSEPH COUNTY JAIL,St. Joseph County,SOUTH BEND,IN,d3802
ST. LOUIS CO. JAIL,St. Louis County,DULUTH,MN,d3803
ST. LOUIS COUNTY JAIL,St. Louis City,ST. LOUIS,MO,d3804
ST. LOUIS HOLDROOM,St. Louis City,ST LOUIS,MO,d3805
ST. LUCIE COUNTY JAIL,St. Lucie County,FORT PIERCE,FL,d3806
ST. MARTIN D.P. NURS.HOME,Calcasieu Parish,LAKE CHARLES,LA,d3807
ST. MARTIN PARISH PRISON,St. Martin Parish,BREAUX BRIDGE,LA,d3808
ST. MARY'S CO DET CNTR,St. Mary's County,LEONARDTOWN,MD,d3809
ST. PETERS POLICE DEPT.,St. Charles County,ST. PETERS,MO,d3810
ST. ROBERTS POLICE DEPT.,Pulaski County,ST. ROBERTS,MO,d3811
ST.PRISON AT CLALLUM BAY,Clallam County,CLALLUM BAY,WA,d3812
STAFFORD COUNTY JAIL,Stafford County,ST. JOHN,KS,d3813
STAFFORD CREEK CORRECTIONS,Grays Harbor County,ABERDEEN,WA,d3814
STAFFORD POLICE DEPT.,Fort Bend County,STAFFORD,TX,d3815
STAMFORD POLICE DEPT.,Fairfield County,STAMFORD,CT,d3816
STANISLAUS COUNTY JAIL,Stanislaus County,MODESTO,CA,d3817
STANLEY CORRECTIONAL FACILITY,Chippewa County,STANLEY,WI,d3818
STANLY COUNTY JAIL,Stanly County,ALBEMARLE,NC,d3819
STANTON COUNTY JAIL,Stanton County,JOHNSON,KS,d3820
STARK COUNTY JAIL,Stark County,CANTON,OH,d3821
STARK COUNTY JAIL,Stark County,TOULON,IL,d3822
STARKVILLE POLICE DEPT.,Oktibbeha County,STARKVILLE,MS,d3823
STARR COUNTY JAIL,Starr County,RIO GRANDE CITY,TX,d3824
STATE COR CTR ANNEX ANCHO,Anchorage Borough,ANCHORAGE,AK,d3825
STATE PRISON AT MONROE,Snohomish County,MONROE,WA,d3826
STATE PRISON WALLA WALLA,Walla Walla County,WALLA WALLA,WA,d3827
"STATE PRISON, SHELTON",Mason County,SHELTON,WA,d3828
STATEVILLE CORRECTIONS,Will County,JOLIET,IL,d3829
STATON CORRECTIONAL FACILITY,Elmore County,ELMORE,AL,d3830
STE. GENEVIEVE COUNTY SHERIFF/JAIL,Ste. Genevieve County,STE. GENEVIEVE,MO,d3831
STEARNS COUNTY SHERIFF/JAIL,Stearns County,SAINT CLOUD,MN,d3832
"STEELE CO. JAIL, MN",Steele County,OWATONNA,MN,d3833
STEPHENS COUNTY DET. DIVISION,Stephens County,TOCCOA,GA,d3834
STEPHENS COUNTY SHERIFF,Stephens County,BRECKENRIDGE,TX,d3835
STEPHENS COUNTY SHERIFF/JAIL,Stephens County,DUNCAN,OK,d3836
STEPHENSON COUNTY JAIL,Stephenson County,FREEPORT,IL,d3837
STERNS CO. JAIL,Stearns County,ST. CLOUD,MN,d3838
STEUBEN COUNTY JAIL,Steuben County,BATH,NY,d3839
STEVENS COUNTY JAIL,Stevens County,COLVILLE,WA,d3840
STEVENS COUNTY JAIL,Stevens County,HUGOTON,KS,d3841
STEVENS COUNTY JAIL,Stevens County,MORRIS,MN,d3842
STEVENSON HOUSE DETENTION CENTER,Kent County,MILFORD,DE,d3843
STEWART COUNTY SHERIFF,Stewart County,DOVER,TN,d3844
STEWART COUNTY SHERIFF,Stewart County,LUMPKIN,GA,d3845
STEWART DETENTION CENTER,Stewart County,LUMPKIN,GA,d3846
STICKNEY POLICE DEPT.,Cook County,STICKNEY,IL,d3847
STILLWATER COUNTY JAIL,Stillwater County,COLUMBUS,MT,d3848
STL COMM. RELEASE CENTER,St. Louis City,ST. LOUIS,MO,d3849
STOCKTON STAGING FACILITY,San Joaquin County,STOCKTON,CA,d3850
STOKES COUNTY JAIL,Stokes County,DANBURY,NC,d3851
STONE COUNTY JAIL,Stone County,GALENA,MO,d3852
STONE COUNTY JAIL,Stone County,MOUNTAIN VIEW,AR,d3853
STONE PARK POLICE DEPT.,Cook County,STONE PARK,IL,d3854
STONEWALL COUNTY SHERIFF,Stonewall County,ASPERMONT,TX,d3855
STORY COUNTY JAIL,Storey County,VIRGINIA CITY,NV,d3856
STORY COUNTY JAIL,Story County,NEVADA,IA,d3857
STRAFFORD CO. CORRECTION,Strafford County,DOVER,NH,d3858
STRATFORD POLICE DEPT.,Fairfield County,STRATFORD,CT,d3859
STRONGSVILLE CITY JAIL,Cuyahoga County,STRONGSVILLE,OH,d3860
"STUTSMAN CO. JAIL, ND",Stutsman County,JAMESTOWN,ND,d3861
SUBLETTE COUNTY JAIL,Sublette County,PINEDALE,WY,d3862
SUFFOLK CO.CORREC FAC,Suffolk County,RIVERHEAD,NY,d3863
SUFFOLK HOC SBAY,Suffolk County,BOSTON,MA,d3864
SUGAR GROVE POLICE DEPT.,Kane County,SUGAR GROVE,IL,d3865
SUGAR LAND POLICE DEPT.,Fort Bend County,SUGAR LAND,TX,d3866
SULLIVAN CITY POLICE DEPT.,Hidalgo County,SULLIVAN CITY,TX,d3867
SULLIVAN COUNTY CORR FAC,Sullivan County,FALLSBURG,NY,d3868
SULLIVAN COUNTY JAIL,Sullivan County,MILAN,MO,d3869
SULLIVAN COUNTY JAIL,Sullivan County,MONTICELLO,NY,d3870
SULLIVAN COUNTY JAIL,Sullivan County,SULLIVAN,IN,d3871
SULLIVAN COUNTY SHERIFF,Sullivan County,BLOUNTVILLE,TN,d3872
SULPHUR CITY,Calcasieu Parish,SULPHUR,LA,d3873
SUMMIT COUNTY JAIL,Summit County,AKRON,OH,d3874
SUMMIT COUNTY JAIL,Summit County,BRECKENRIDGE,CO,d3875
SUMMIT COUNTY JAIL,Summit County,COALVILLE,UT,d3876
SUMNER COUNTY SHERIFF,Sumner County,GALLATIN,TN,d3877
SUMTER CORRECTIONAL,Sumter County,BUSHNELL,FL,d3878
SUMTER COUNTY JAIL,Sumter County,BUSHNELL,FL,d3879
SUMTER COUNTY SHERIFF,Sumter County,AMERICUS,GA,d3880
SUMTER-LEE REG DET CENTER,Sumter County,SUMTER,SC,d3881
SUNFLOWER COUNTY JAIL,Sunflower County,INDIANOLA,MS,d3882
SUNNYSIDE JAIL,Yakima County,SUNNYSIDE,WA,d3883
SUNSET HILLS POILICE DEPT.,St. Louis County,SUNSET HILLS,MO,d3884
SURRY COUNTY JAIL,Surry County,DOBSON,NC,d3885
SUSQUEHANNA COUNTY JAIL,Susquehanna County,MONTROSE,PA,d3886
"SUSSEX CO PRIS,GEOTWN,DE",Sussex County,GEORGETOWN,DE,d3887
SUSSEX CORRECTIONAL INSTITUTION,Sussex County,GEORGETOWN,DE,d3888
SUSSEX COUNTY JAIL,Sussex County,SUSSEX,NJ,d3889
SUTTER COUNTY JAIL,Sutter County,YUBA,CA,d3890
SUTTON COUNTY JAIL,Sutton County,SONORA,TX,d3891
SUWANNEE COUNTY JAIL,Suwannee County,LIVE OAK,FL,d3892
SW MULTI-COUNTY CORR. CTR,Stark County,DICKERSON,ND,d3893
SWAIN COUNTY JAIL,Swain County,BRYSON CITY,NC,d3894
SWEETWATER COUNTY JAIL,Sweet Grass County,BIG TIMBER,MT,d3895
SWEETWATER COUNTY JAIL,Sweetwater County,GREEN RIVER,WY,d3896
SWEETWATER COUNTY JAIL,Sweetwater County,ROCK SPRINGS,WY,d3897
SWIFT COUNTY JAIL,Swift County,BENSON,MN,d3898
SWISHER COUNTY SHERIFF,Swisher County,TULIA,TX,d3899
"TACONIC, BEDFORD HILLS,NY",Westchester County,BEDFORD HILLS,NY,d3900
TAFT COMM. CORR. FAC.,Kern County,TAFT,CA,d3901
TAFT FED.CORR.INST.,Kern County,TAFT,CA,d3902
TAFT POLICE DEPT.,San Patricio County,TAFT,TX,d3903
TALBOT COUNTY DET CENTER,Talbot County,EASTON,MD,d3904
TALBOT COUNTY SHERIFF,Talbot County,TALBOTTON,GA,d3905
TALIAFERRO COUNTY SHERIFF,Taliaferro County,CRAWFORDVILLE,GA,d3906
TALLADEGA COUNTY JAIL,Talladega County,TALLADEGA,AL,d3907
TALLADEGA FCI,Talladega County,TALLADEGA,AL,d3908
TALLAHASSEE FED.CORR.INST,Leon County,TALLAHASSEE,FL,d3909
TALLAHASSEE HOLD ROOM,Leon County,TALLAHASSEE,FL,d3910
TALLAHATCHIE CO CORR FACILITY,Tallahatchie County,TUTWILER,MS,d3911
TALLAPOOSA COUNTY JAIL,Tallapoosa County,DADEVILLE,AL,d3912
TAMA CO JAIL,Tama County,TOLEDO,IA,d3913
TAMMS CORRECTIONAL CENTER,Alexander County,TAMMS,IL,d3914
TAMPA HOLD ROOM,Hillsborough County,TAMPA,FL,d3915
TANEY COUNTY SHERIFF,Taney County,FORSYTH,MO,d3916
TANGIPAHOA PARISH JAIL,Tangipahoa Parish,AMITE,LA,d3917
TAOS COUNTY DET. CENTER,Taos County,TAOS,NM,d3918
TARRANT COUNTY JAIL,Tarrant County,FORT WORTH,TX,d3919
TARRANT COUNTY JUVENILE,Tarrant County,FT. WORTH,TX,d3920
TATE COUNTY JAIL,Tate County,SENATOBIA,MS,d3921
TATTNALL COUNTY SHERIFF,Tattnall County,REIDSVILLE,GA,d3922
TAUNTON STATE HOSPITAL,Bristol County,TAUNTON,MA,d3923
TAYCHEEDAH CORRECTIONAL FACILITY,Fond du Lac County,FOND DU LAC,WI,d3924
TAYLOR CORRECTIONAL INSTITUTION,Taylor County,PERRY,FL,d3925
TAYLOR COUNTY ADULT DET.,Taylor County,ABILENE,TX,d3926
TAYLOR COUNTY COURTHOUSE,Taylor County,BEDFORD,IA,d3927
TAYLOR COUNTY JAIL,Taylor County,PERRY,FL,d3928
TAYLOR COUNTY SHERIFF,Taylor County,BUTLER,GA,d3929
TAYLOR COUNTY SHERIFF,Taylor County,MEDFORD,WI,d3930
"TAYLOR PD,TAYLOR, MI",Wayne County,TAYLOR,MI,d3931
TAYLORVILLE CORRECTIONS,Christian County,TAYLORVILLE,IL,d3932
TAZEWELL CORR. UNIT #31,Tazewell County,TAZEWELL,VA,d3933
TAZEWELL COUNTY SHERIFF/JAIL,Tazewell County,PEKIN,IL,d3934
TDC - PAM LYCHNER,Harris County,HUMBLE,TX,d3935
TDC-BEEVILLE,Bee County,BEEVILLE,TX,d3936
TDC-COTULLA,La Salle County,COTULLA,TX,d3937
TDC-DOMINGUEZ UNIT,Bexar County,SAN ANTONIO,TX,d3938
TDC-MARLIN TEXAS,Falls County,MARLIN,TX,d3939
TDC/WOMENS,Coryell County,GATESVILLE,TX,d3940
TEHAMA COUNTY JAIL,Tehama County,RED BLUFF,CA,d3941
TEHAMA COUNTY JUVENILE,Tehama County,RED BLUFF,CA,d3942
TELFAIR COUNTY SHERIFF,Telfair County,MCRAE,GA,d3943
TELLER COUNTY JAIL,Teller County,DIVIDE,CO,d3944
TEMPE CITY JAIL,Maricopa County,TEMPE,AZ,d3945
TEMPLE MEDICAL,Los Angeles County,LOS ANGELES,CA,d3946
TEMPLE P.D.,Bell County,TEMPLE,TX,d3947
TENN.DEPT.CORR.SENT.MANG.,Davidson County,NASHVILLE,TN,d3948
TENNESSEE PRISON FOR WOMEN,Davidson County,NASHVILLE,TN,d3949
TENSAS PARISH DET. CNTR.,Tensas Parish,NEWELLTON,LA,d3950
TERMINAL ISLAND FCI,Los Angeles County,SAN PEDRO,CA,d3951
TERRE HAUTE USP,Vigo County,TERRE HAUTE,IN,d3952
TERREBONNE PARISH PRISON,Terrebonne Parish,HOUMA,LA,d3953
TERRELL COUNTY JAIL,Terrell County,SANDERSON,TX,d3954
TERRELL COUNTY SHERIFF,Terrell County,DAWSON,GA,d3955
TERRY COUNTY JAIL,Terry County,BROWNFIELD,TX,d3956
TEST FACILITY,District of Columbia,WASHINGTON,DC,d3957
TETON COUNTY DETENTION CENTER,Teton County,JACKSON,WY,d3958
TETON COUNTY JAIL,Teton County,DRIGGS,ID,d3959
TEXARKANA BI STATE JUSTICE CENTER,Bowie County,TEXARKANA,TX,d3960
TEXARKANA FED.CORR.INST.,Bowie County,TEXARKANA,TX,d3961
TEXARKANA HOLDROOM,Miller County,TEXARKANA,AR,d3962
"TEXARKANA, AR POLICE DEPT.",Miller County,TEXARKANA,AR,d3963
TEXAS CITY POLICE DEPT.,Galveston County,TEXAS CITY,TX,d3964
TEXAS COUNTY SHERIFF,Texas County,HOUSTON,MO,d3965
TEXAS COUNTY SHERIFF/JAIL,Texas County,GUYMON,OK,d3966
TEXAS DCJ - GOREE UNIT,Walker County,HUNTSVILLE,TX,d3967
TEXAS DOC - LYNAUGH UNIT,Pecos County,FT. STOCKTON,TX,d3968
TEXAS DOC - MIDDLETON UNIT,Taylor County,ABILENE,TX,d3969
TEXAS DOC - SMITH UNIT,Dawson County,LAMESA,TX,d3970
THAYER COUNTY JAIL,Thayer County,HEBRON,NE,d3971
THE COLONY POLICE DEPT.,Denton County,THE COLONY,TX,d3972
THEO LACY FACILITY,Orange County,ORANGE,CA,d3973
THOMAS COUNTY JAIL,Thomas County,COLBY,KS,d3974
THOMAS COUNTY JAIL,Thomas County,THOMASVILLE,GA,d3975
THREE RIVERS FCI,Live Oak County,Three Rivers,TX,d3976
THROCKMORTON COUNTY SHERIFF,Throckmorton County,THROCKMORTON,TX,d3977
"THUMB REGIONAL, LAPEER,MI",Lapeer County,LAPEER,MI,d3978
THURSTON COUNTY CORRECTIONAL CENTE,Thurston County,OLYMPIA,WA,d3979
THURSTON COUNTY JAIL,Thurston County,PENDER,NE,d3980
THURSTON COUNTY JUVENILE DETENTION,Thurston County,TUMWATER,WA,d3981
TIFT COUNTY SHERIFF,Tift County,TIFTON,GA,d3982
TILLAMOOK COUNTY JAIL,Tillamook County,TILLAMOOK,OR,d3983
TILLMAN COUNTY SHERIFF/JAIL,Tillman County,FREDERICK,OK,d3984
TINLEY PARK POLICE DEPT.,Cook County,TINLEY PARK,IL,d3985
TIOGA COUNTY JAIL,Oswego County,OSWEGO,NY,d3986
TIPPECANOE COUNTY JAIL,Tippecanoe County,LAFAYETTE,IN,d3987
TIPTON CORR. CENTER,Moniteau County,TIPTON,MO,d3988
TIPTON COUNTY SHERIFF,Tipton County,COVINGTON,TN,d3989
TITUS COUNTY JAIL,Titus County,MT. PLEASANT,TX,d3990
TODD COUNTY DETENTION CENTER,Todd County,ELKTON,KY,d3991
TODD COUNTY JAIL,Todd County,LONG PRAIRIE,MN,d3992
TOLEDO CORRECTIONAL INSTITUTION,Lucas County,TOLEDO,OH,d3993
TOM GREEN CTY JAIL,Tom Green County,SAN ANGELO,TX,d3994
TOMBALL POLICE DEPT.,Harris County,TOMBALL,TX,d3995
TOMOKA,Volusia County,DAYTONA BEACH,FL,d3996
TOOELE COUNTY JAIL,Tooele County,TOOELE,UT,d3997
TOOLE COUNTY,Toole County,SHELBY,MT,d3998
TOOMBS COUNTY SHERIFF,Toombs County,LYONS,GA,d3999
TOPEKA CORR. CENTER,Shawnee County,TOPEKA,KS,d4000
TOPPENISH CITY JAIL,Yakima County,TOPPENISH,WA,d4001
TORRANCE POLICE DEPT.,Los Angeles County,TORRANCE,CA,d4002
"TORRANCE/ESTANCIA, NM",Torrance County,ESTANCIA,NM,d4003
TOWN & COUNTRY POLICE DEPT.,St. Louis County,TOWN & COUNTRY,MO,d4004
TOWN OF HAVERSTRAW POLICE DEPT.,Rockland County,GARNERVILLE,NY,d4005
TOWN OF MASON,Tipton County,MASON,TN,d4006
TOWN OF RAMAPO POLICE DEPT.,Rockland County,SUFFERN,NY,d4007
TOWNS COUNTY SHERIFF,Towns County,YOUNG HARRIS,GA,d4008
TRAILL CO. JAIL,Traill County,HILLSBORO,ND,d4009
TRANSYLVANIA COUNTY JAIL,Transylvania County,BREVARD,NC,d4010
TRAVELERS & IMMIGRANT AID,Cook County,CHICAGO,IL,d4011
TRAVERSE COUNTY JAIL,Traverse County,WHEATON,MN,d4012
TRAVIS COUNTY STATE JAIL,Travis County,AUSTIN,TX,d4013
TRAVIS CTY JAIL,Travis County,AUSTIN,TX,d4014
TREGO COUNTY JAIL,Trego County,WAKEENEY,KS,d4015
TREMPEALEAU COUNTY JAIL,Trempealeau County,WHITEHALL,WI,d4016
"TRENTON CITY JAIL,TRENTON",Wayne County,TRENTON,MI,d4017
TRI-COUNTY JAIL,Champaign County,MECHANICSBUTG,OH,d4018
TRI-COUNTY JAIL,Pulaski County,ULIN,IL,d4019
TRINITY COUNTY JAIL,Trinity County,WEAVERVILLE,CA,d4020
TRINITY POLICE DEPT.,Trinity County,TRINITY,TX,d4021
"TRIPP COUNTY JAIL, SD",Tripp County,WINNER,SD,d4022
TROUP COUNTY SHERIFF,Troup County,LAGRANGE,GA,d4023
TROUSDALE COUNTY SHERIFF,Trousdale County,HARTSVILLE,TN,d4024
TROY CITY JAIL,Pike County,TROY,AL,d4025
TRUETLEN COUNTY SHERIFF,Treutlen County,SOPERTON,GA,d4026
TRUMBULL CORRECTIONAL,Trumbull County,LEAVITTSBURG,OH,d4027
TRUMBULL COUNTY JAIL,Trumbull County,WARREN,OH,d4028
TRUMBULL POLICE DEPT.,Fairfield County,TRUMBULL,CT,d4029
TUCSON FED.CORR.INST.,Pima County,Tuscon,AZ,d4030
TUCSON INS HOLD ROOM,Pima County,TUCSON,AZ,d4031
TULARE COUNTY JAIL,Tulare County,VISALIA,CA,d4032
TULARE COUNTY JUVENILE FACILITY,Tulare County,VISALIA,CA,d4033
TULSA COUNTY JAIL,Tulsa County,TULSA,OK,d4034
"TULSA CTC, TULSA, OK",Tulsa County,TULSA,OK,d4035
TURNER COUNT SHERIFF,Turner County,ASHBURN,GA,d4036
TURNER GUIFORD KNIGHT (TGK) JAIL,Miami-Dade County,MIAMI,FL,d4037
TURNEY CENTER PRISON,Hickman County,ONLY,TN,d4038
TUSCALOOSA COUNTY JAIL,Tuscaloosa County,TUSCALOOSA,AL,d4039
TUSCARAWAS COUNTY JAIL,Tuscarawas County,NPHILADELPHIA,OH,d4040
TUSCOLA COUNTY JAIL,Tuscola County,CARO,MI,d4041
TUSTIN POLICE DEPT.,Orange County,TUSTIN,CA,d4042
TUTWILER PRISON FOR WOMEN,Elmore County,WETUMPKA,AL,d4043
TWIGGS COUNTY SHERIFF,Twiggs County,JEFFERSONVILLE,GA,d4044
TWIN FALLS COUNTY JAIL,Twin Falls County,TWIN FALLS,ID,d4045
TWIN RIVERS PRISON,Snohomish County,MONROE,WA,d4046
TWO RIVERS CORRECTIONAL INSTITUTE,Umatilla County,UMATILLA,OR,d4047
TYGART REGIONAL JAIL,Barbour County,BELINGTON,WV,d4048
TYLER COUNTY SHERIFF,Tyler County,WOODVILLE,TX,d4049
TYRRELL COUNTY JAIL,Tyrrell County,COLUMBIA,NC,d4050
"U.S. IMMIGRATION, DETROIT",Wayne County,DETROIT,MI,d4051
U.S.P. ATWATER,Merced County,ATWATER,CA,d4052
U.S.P. LEE,Lee County,PENNINGTON GAP,VA,d4053
U.S.P. LEE CAMP,Lee County,PENNINGTON GAP,VA,d4054
UINTA COUNTY JAIL,Uinta County,EVANSTON,WY,d4055
UINTAH COUNTY JAIL,Uintah County,VERNAL,UT,d4056
"ULSTER CF, NAPANOCH",Ulster County,NAPANOCH,NY,d4057
ULSTER CO JAIL KINGSTON,Ulster County,KINGSTON,NY,d4058
ULYSSES POLICE DEPT.,Grant County,ULYSSES,KS,d4059
UMATILLA CO JAIL,Umatilla County,PENDLETON,OR,d4060
UNICOI COUNTY JAIL,Unicoi County,ERWIN,TN,d4061
UNION C. I.,Union County,RAIFORD,FL,d4062
UNION COUNTY DETENTION CENTER,Curry County,CLOVIS,NM,d4063
UNION COUNTY JAIL,Union County,CRESTON,IA,d4064
